,Message Type,Time,Name,Speed,Heading,Latitude,Longitude,Altitude,DistanceDriven,LongitudinalAcceleration,Slope,Stopped,RouteId,Connection.Id,LaneIndex,BlinkerRight,BlinkerLeft,BrakeLight
178,VEHICLE_UPDATES,23000000000,veh_0,8.672959918611088,243.75198133460407,52.99121215392207,-1.169504215994883,0.0,67.79379736556155,0.8438665338326254,0.0,false,3,95832103_1110607234_1110605919,0,false,false,false
179,VEHICLE_UPDATES,23000000000,veh_1,6.184059575773311,233.93750350063516,52.99130342114705,-1.1691874569104048,0.0,44.21876826169575,0.9771772776730359,0.0,false,3,353659675_1110605740_1110607234,0,false,false,false
193,VEHICLE_UPDATES,24000000000,veh_2,6.165296771115148,164.1285183634073,52.99135031520502,-1.1691234955866652,0.0,36.991348460854226,0.49297738061007834,0.0,false,1,30806029_341336502_1110605740,0,true,false,false
194,VEHICLE_UPDATES,24000000000,veh_3,4.971002172678709,154.07424820484692,52.991534015509956,-1.169250721577895,0.0,14.737601757398807,0.9564029028406367,0.0,false,3,30806029_341336502_1110605740,0,true,false,false
195,VEHICLE_UPDATES,24000000000,veh_0,9.275117415807546,243.75198133460407,52.9911771991965,-1.1696296651553977,0.0,77.06891478136909,0.6021574971964583,0.0,false,3,95832103_1110607234_1110605919,0,false,false,false
196,VEHICLE_UPDATES,24000000000,veh_1,6.912416478959379,241.3512702579938,52.99127505633885,-1.1692789768545835,0.0,51.13118474065513,0.7283569031860679,0.0,false,3,353659675_1110605740_1110607234,0,false,false,false
210,VEHICLE_UPDATES,25000000000,veh_2,7.077763571886802,232.75988595297153,52.99130403525426,-1.1691854754703632,0.0,44.06911203274103,0.9124668007716537,0.0,false,1,353659675_1110605740_1110607234,0,false,false,false
211,VEHICLE_UPDATES,25000000000,veh_3,5.953420026926324,154.07424820485278,52.9914853136205,-1.169214000871331,0.0,20.69102178432513,0.9824178542476147,0.0,false,3,30806029_341336502_1110605740,0,true,false,false
212,VEHICLE_UPDATES,25000000000,veh_0,9.887330724963324,243.75198133460407,52.99113993710171,-1.1697633944915813,0.0,86.95624550633241,0.6122133091557771,0.0,false,3,95832103_1110607234_1110605919,0,false,false,false
213,VEHICLE_UPDATES,25000000000,veh_1,7.8990717956242165,243.75198133460407,52.99124518056808,-1.1693856859001808,0.0,59.03025653627934,0.9866553166648373,0.0,false,3,95832103_1110607234_1110605919,0,false,false,false
227,VEHICLE_UPDATES,26000000000,veh_2,7.8721856493675055,241.6292963253647,52.99127189622675,-1.1692898050083975,0.0,51.941297682108534,0.7944220774807036,0.0,false,1,95832103_1110607234_1110605919,0,false,false,false
228,VEHICLE_UPDATES,26000000000,veh_3,6.600461697671562,154.07424820485278,52.99143131860068,-1.169173289305839,0.0,27.291483481996693,0.6470416707452387,0.0,false,3,30806029_341336502_1110605740,0,true,false,false
229,VEHICLE_UPDATES,26000000000,veh_0,7.5817848451627485,241.14583779534274,52.991110302184616,-1.1698648562910587,0.0,94.53803035149515,-2.305545879800575,0.0,false,3,95832103_1110607234_1110605919,0,false,true,true
230,VEHICLE_UPDATES,26000000000,veh_1,8.732602473339533,243.75198133460407,52.99121227051785,-1.1695037975426188,0.0,67.76285900961888,0.8335306777153164,0.0,false,3,95832103_1110607234_1110605919,0,false,false,false
244,VEHICLE_UPDATES,27000000000,veh_2,8.48690329295908,243.75198133460117,52.99123991222431,-1.1694045936219468,0.0,60.42820097506761,0.6147176435915753,0.0,false,1,95832103_1110607234_1110605919,0,false,false,false
245,VEHICLE_UPDATES,27000000000,veh_3,5.257202031896917,154.07424820484832,52.99138831209526,-1.1691408630209827,0.0,32.54868551389361,-1.3432596657746458,0.0,false,3,30806029_341336502_1110605740,0,true,false,true
246,VEHICLE_UPDATES,27000000000,veh_0,4.878102841444418,230.66249196314044,52.99108483963347,-1.1699223193978743,0.0,99.41613319293958,-2.7036820037183302,0.0,false,3,95832103_1110607234_1110605919,0,false,true,true
247,VEHICLE_UPDATES,27000000000,veh_1,9.674293367183303,243.75198133460407,52.99117581143297,-1.16963464569169,0.0,77.43715237680217,0.94169089384377,0.0,false,3,95832103_1110607234_1110605919,0,false,false,false
261,VEHICLE_UPDATES,28000000000,veh_2,9.107401074858839,243.75198133460117,52.9912055896699,-1.1695277745189647,0.0,69.53560204992645,0.6204977818997577,0.0,false,1,95832103_1110607234_1110605919,0,false,false,false
262,VEHICLE_UPDATES,28000000000,veh_3,6.039441442224664,174.99994153376082,52.991336209548834,-1.1691263806992525,0.0,38.58812695611827,0.7822394103277475,0.0,false,3,30806029_341336502_1110605740,0,true,false,false
263,VEHICLE_UPDATES,28000000000,veh_0,5.460340167984471,186.61789177666375,52.99104094801484,-1.169942999741677,0.0,104.87647336092405,0.5822373265400529,0.0,false,3,95832103_1110607234_1110605919,0,false,true,false
264,VEHICLE_UPDATES,28000000000,veh_1,9.30655523173612,243.75198133460117,52.99114073808867,-1.169760519850375,0.0,86.7437076085383,-0.36773813544718337,0.0,false,3,95832103_1110607234_1110605919,0,false,false,false
278,VEHICLE_UPDATES,29000000000,veh_2,9.618277705378299,243.75198133460407,52.991169341662555,-1.1696578649978802,0.0,79.15387975530476,0.5108766305194603,0.0,false,1,95832103_1110607234_1110605919,0,false,false,false
279,VEHICLE_UPDATES,29000000000,veh_3,5.892016885080123,235.97658178194283,52.99130234860474,-1.1691909175082211,0.0,44.4801438411984,-0.14742455714454117,0.0,false,3,353659675_1110605740_1110607234,0,false,false,false
280,VEHICLE_UPDATES,29000000000,veh_0,6.1866654550024425,138.8534804535943,52.990995584377714,-1.1698940158159987,0.0,111.0631388159265,0.7263252870179713,0.0,false,3,95832103_1110607234_1110605919,0,false,true,false
281,VEHICLE_UPDATES,29000000000,veh_1,8.193298064751676,240.48109985528757,52.99110855205837,-1.1698700440074397,0.0,94.93700567328997,-1.113257166984443,0.0,false,3,95832103_1110607234_1110605919,0,false,true,true
295,VEHICLE_UPDATES,30000000000,veh_2,8.290454630045407,243.75198133460117,52.99113809765143,-1.1697699960451615,0.0,87.44433438535016,-1.3278230753328923,0.0,false,1,95832103_1110607234_1110605919,0,false,false,true
296,VEHICLE_UPDATES,30000000000,veh_3,6.736107879178347,241.35127025799093,52.99127470726965,-1.1692801031351185,0.0,51.21625172037675,0.8440909940982237,0.0,false,3,353659675_1110605740_1110607234,0,false,false,false
297,VEHICLE_UPDATES,30000000000,veh_0,6.9325917980234255,129.81136263975455,52.99095392551256,-1.1698173673659242,0.0,117.99573061394992,0.745926343020983,0.0,false,3,230578234_197606780_197606779,1,false,false,false
298,VEHICLE_UPDATES,30000000000,veh_1,4.958425486581062,227.66931171996188,52.991081361048636,-1.169926531973566,0.0,99.89543115987104,-3.2348725781706147,0.0,false,3,95832103_1110607234_1110605919,0,false,true,true
313,VEHICLE_UPDATES,31000000000,veh_2,5.204822626075657,243.8658789511389,52.99111858782383,-1.1698402960215757,0.0,92.64915701142581,-3.0856320039697493,0.0,false,1,95832103_1110607234_1110605919,0,false,true,true
314,VEHICLE_UPDATES,31000000000,veh_3,7.731779827014291,243.75198133460407,52.99124549044402,-1.1693845737762882,0.0,58.94803154739103,0.9956719478359446,0.0,false,3,95832103_1110607234_1110605919,0,false,false,false
315,VEHICLE_UPDATES,31000000000,veh_0,7.649050743907795,129.81136263975455,52.99090857973785,-1.1697317458413141,0.0,125.64478135785771,0.7164589458843693,0.0,false,3,230578234_197606780_197606779,1,false,false,false
316,VEHICLE_UPDATES,31000000000,veh_1,5.893017310071398,176.67880650287827,52.99103281247088,-1.1699413382657695,0.0,105.78844846994244,0.9345918234903365,0.0,false,3,95832103_1110607234_1110605919,0,false,true,false
334,VEHICLE_UPDATES,32000000000,veh_4,5.711836278089322,154.07424820484692,52.99160785066785,-1.1693063926729492,0.0,5.711836278089322,0.7118362780893221,0.0,false,1,30806029_341336502_1110605740,0,true,false,false
335,VEHICLE_UPDATES,32000000000,veh_2,5.984998800202858,235.49629623663745,52.99109051496424,-1.1699154465550186,0.0,98.63415581162867,0.7801761741272006,0.0,false,1,95832103_1110607234_1110605919,0,false,true,false
336,VEHICLE_UPDATES,32000000000,veh_3,8.409326838073069,243.75198133460407,52.991213798707086,-1.1694983130022913,0.0,67.3573583854641,0.6775470110587776,0.0,false,3,95832103_1110607234_1110605919,0,false,false,false
337,VEHICLE_UPDATES,32000000000,veh_0,8.392118756200292,129.81136263975873,52.99085882877254,-1.169637806809554,0.0,134.036900114058,0.7430680122924969,0.0,false,3,230578234_197606780_197606779,1,false,false,false
338,VEHICLE_UPDATES,32000000000,veh_1,6.674282533470203,136.97488714533085,52.99098672668937,-1.1698793024654857,0.0,112.46273100341264,0.7812652233988047,0.0,false,3,230578234_197606780_197606779,1,false,false,false
360,VEHICLE_UPDATES,33000000000,veh_4,6.601196683011949,154.07424820485278,52.991553849666154,-1.1692656763464357,0.0,12.313032961101271,0.8893604049226269,0.0,false,1,30806029_341336502_1110605740,0,true,false,false
361,VEHICLE_UPDATES,33000000000,veh_2,6.957172747345295,178.76311190298284,52.991034570937394,-1.1699416973873447,0.0,105.59132855897397,0.9721739471424371,0.0,false,1,95832103_1110607234_1110605919,0,false,true,false
362,VEHICLE_UPDATES,33000000000,veh_3,9.08834282911823,243.75198133460407,52.991179547878176,-1.1696212359833347,0.0,76.44570121458233,0.6790159910451621,0.0,false,3,95832103_1110607234_1110605919,0,false,false,false
363,VEHICLE_UPDATES,33000000000,veh_0,8.968647238805064,129.81136263975455,52.99078402720595,-1.1695688739010386,0.0,143.00554735286306,0.5765284826047719,0.0,false,3,230578234_197606780_197606779,0,true,false,false
364,VEHICLE_UPDATES,33000000000,veh_1,7.592974442876537,129.81136263975455,52.99092008063767,-1.1698257678714756,0.0,120.05570544628917,0.9186919094063342,0.0,false,3,230578234_197606780_197606779,0,true,false,false
386,VEHICLE_UPDATES,34000000000,veh_4,7.290116363205016,154.07424820484692,52.991494212950464,-1.1692207108647346,0.0,19.603149324306287,0.6889196801930666,0.0,false,1,30806029_341336502_1110605740,0,true,false,false
387,VEHICLE_UPDATES,34000000000,veh_2,6.4065792027338615,173.4600961210006,52.9909678495099,-1.1699159649393864,0.0,111.99790776170782,-0.5505935446114334,0.0,false,1,230578234_197606780_197606779,0,true,false,false
388,VEHICLE_UPDATES,34000000000,veh_3,7.592845608142794,243.75198133460407,52.99115093296347,-1.1697239316997412,0.0,84.03854682272512,-1.4954972209754365,0.0,false,3,95832103_1110607234_1110605919,0,false,false,true
389,VEHICLE_UPDATES,34000000000,veh_0,7.2790283546749945,129.809600715209,52.990740875696204,-1.1694873936679056,0.0,150.28457570753807,-1.689618884130069,0.0,false,3,230578234_197606780_197606779,0,true,false,true
390,VEHICLE_UPDATES,34000000000,veh_1,8.29732939816098,129.81136263975455,52.99087089168454,-1.1697328897510928,0.0,128.35303484445015,0.7043549552844421,0.0,false,3,230578234_197606780_197606779,0,true,false,false
412,VEHICLE_UPDATES,35000000000,veh_4,7.885348780895583,154.07424820484832,52.99142970692405,-1.1691720741236384,0.0,27.48849810520187,0.5952324176905677,0.0,false,1,30806029_341336502_1110605740,0,true,false,false
413,VEHICLE_UPDATES,35000000000,veh_2,2.2607642258460934,170.44258599074908,52.99095444707575,-1.169890658463024,0.0,114.25867198755392,-4.145814976887769,0.0,false,1,230578234_197606780_197606779,0,true,false,true
414,VEHICLE_UPDATES,35000000000,veh_3,3.0928456081427944,243.75198133460407,52.99113927702922,-1.1697657634081617,0.0,87.13139243086792,-4.5,0.0,false,3,95832103_1110607234_1110605919,0,false,false,true
415,VEHICLE_UPDATES,35000000000,veh_0,3.5550016966848026,129.8005433825972,52.990719805056806,-1.1694475936247792,0.0,153.83957740422287,-3.724026657990192,0.0,false,3,230578234_197606780_197606779,0,true,false,true
416,VEHICLE_UPDATES,35000000000,veh_1,3.8443569236529855,129.81136263975455,52.9908481012078,-1.1696898571037122,0.0,132.19739176810313,-4.452972474507994,0.0,false,3,230578234_197606780_197606779,0,true,false,true
438,VEHICLE_UPDATES,36000000000,veh_4,4.8368682527709765,154.07424820484692,52.991390138956255,-1.1691422404464107,0.0,32.32536635797285,-3.048480528124607,0.0,false,1,30806029_341336502_1110605740,0,true,false,true
439,VEHICLE_UPDATES,36000000000,veh_2,0.23901346408858287,170.10906898250408,52.990953030137675,-1.1698879830020286,0.0,114.4976854516425,-2.0217507617575103,0.0,false,1,230578234_197606780_197606779,0,true,false,true
440,VEHICLE_UPDATES,36000000000,veh_3,0.12318779002101618,243.75198133460407,52.99113881277399,-1.1697674295612597,0.0,87.25458022088893,-2.969657818121778,0.0,false,3,95832103_1110607234_1110605919,0,true,false,true
441,VEHICLE_UPDATES,36000000000,veh_0,0.1105466881795062,129.8005433825947,52.99071914984189,-1.1694463559992823,0.0,153.95012409240235,-3.4444550085052965,0.0,false,3,230578234_197606780_197606779,0,true,false,true
442,VEHICLE_UPDATES,36000000000,veh_1,0.23144832965080958,129.81136263975455,52.99084672911367,-1.1696872663378228,0.0,132.42884009775395,-3.612908594002176,0.0,false,3,230578234_197606780_197606779,0,true,false,true
464,VEHICLE_UPDATES,37000000000,veh_4,5.514172763030977,169.9518779075253,52.991342713733054,-1.1691244629468254,0.0,37.839539121003824,0.6773045102600008,0.0,false,1,30806029_341336502_1110605740,0,true,false,false
465,VEHICLE_UPDATES,37000000000,veh_2,0.12617195955964178,169.9318707259674,52.99095228215529,-1.169886570662599,0.0,114.62385741120215,-0.1128415045289411,0.0,false,1,230578234_197606780_197606779,0,true,false,true
466,VEHICLE_UPDATES,37000000000,veh_3,0.0902728435209353,243.75198133460407,52.99113847256463,-1.169768650529464,0.0,87.34485306440988,-0.03291494650008088,0.0,false,3,95832103_1110607234_1110605919,0,true,false,true
467,VEHICLE_UPDATES,37000000000,veh_0,0.1105466881795062,129.8005433825947,52.99071914984189,-1.1694463559992823,0.0,153.95012409240235,-3.4444550085052965,0.0,true,3,230578234_197606780_197606779,0,true,false,true
468,VEHICLE_UPDATES,37000000000,veh_1,0.23144832965080958,129.81136263975455,52.99084672911367,-1.1696872663378228,0.0,132.42884009775395,-3.612908594002176,0.0,true,3,230578234_197606780_197606779,0,true,false,true
490,VEHICLE_UPDATES,38000000000,veh_4,5.704842397425064,228.58842707854018,52.99130618846066,-1.1691785280674705,0.0,43.54438151842889,0.19066963439408635,0.0,false,1,353659675_1110605740_1110607234,0,false,false,false
491,VEHICLE_UPDATES,38000000000,veh_2,0.12617195955964178,169.9318707259674,52.99095228215529,-1.169886570662599,0.0,114.62385741120215,-0.1128415045289411,0.0,true,1,230578234_197606780_197606779,0,true,false,true
492,VEHICLE_UPDATES,38000000000,veh_3,0.0902728435209353,243.75198133460407,52.99113847256463,-1.169768650529464,0.0,87.34485306440988,-0.03291494650008088,0.0,true,3,95832103_1110607234_1110605919,0,true,false,true
493,VEHICLE_UPDATES,38000000000,veh_0,0.9314157981425524,129.80054338260138,52.990713168578125,-1.16943505808395,0.0,154.95927210811354,0.9314157981425524,0.0,false,3,230578234_197606780_197606779,0,false,false,false
494,VEHICLE_UPDATES,38000000000,veh_1,0.9284409828251228,129.81136263975455,52.99084112011531,-1.169676675521029,0.0,133.37498010300766,0.9284409828251228,0.0,false,3,230578234_197606780_197606779,0,false,false,false
516,VEHICLE_UPDATES,39000000000,veh_4,6.351495210960247,241.3512702579938,52.9912801253782,-1.1692626214656463,0.0,49.89587672938914,0.6466528135351837,0.0,false,1,353659675_1110605740_1110607234,0,false,false,false
517,VEHICLE_UPDATES,39000000000,veh_2,0.6099381479434669,129.8113626397544,52.990948625306274,-1.1698796658058108,0.0,115.24070586999488,0.6099381479434669,0.0,false,1,230578234_197606780_197606779,0,false,false,false
518,VEHICLE_UPDATES,39000000000,veh_3,0.6249007602455094,243.75198133460407,52.99113607895202,-1.1697772408990073,0.0,87.97998601037725,0.6249007602455094,0.0,false,3,95832103_1110607234_1110605919,0,false,false,false
519,VEHICLE_UPDATES,39000000000,veh_0,1.699523548129946,129.8005433825947,52.99070309542649,-1.1694160310772896,0.0,156.65879565624348,0.7681077499873936,0.0,false,3,230578234_197606780_197606779,0,true,false,false
520,VEHICLE_UPDATES,39000000000,veh_1,1.7777103127446026,129.81136263975455,52.99083058131923,-1.16965677635485,0.0,135.15269041575226,0.8492693299194798,0.0,false,3,230578234_197606780_197606779,0,true,false,false
542,VEHICLE_UPDATES,40000000000,veh_4,7.032725793955588,243.75198133460117,52.99125310093134,-1.1693572602344806,0.0,56.92860252334472,0.6812305829953402,0.0,false,1,95832103_1110607234_1110605919,0,false,false,false
543,VEHICLE_UPDATES,40000000000,veh_2,1.4195806980133057,129.81136263975455,52.99094020963604,-1.1698637753572891,0.0,116.66028656800819,0.8096425500698388,0.0,false,1,230578234_197606780_197606779,0,true,false,false
544,VEHICLE_UPDATES,40000000000,veh_3,1.4706096707377583,243.75198133460407,52.99113053669286,-1.1697971313460644,0.0,89.450595681115,0.8457089104922488,0.0,false,3,95832103_1110607234_1110605919,0,false,false,false
545,VEHICLE_UPDATES,40000000000,veh_0,2.2583171125734225,129.8005433825972,52.990689710275916,-1.1693907481140415,0.0,158.9171127688169,0.5587935644434765,0.0,false,3,230578234_197606780_197606779,0,true,false,false
546,VEHICLE_UPDATES,40000000000,veh_1,2.352008886169642,129.81136263975455,52.99081663790519,-1.1696304486743365,0.0,137.5046993019219,0.5742985734250396,0.0,false,3,230578234_197606780_197606779,0,true,false,false
568,VEHICLE_UPDATES,41000000000,veh_4,7.72456874250781,243.75198133460407,52.99122398983056,-1.1694617378988423,0.0,64.65317126585254,0.691842948552222,0.0,false,1,95832103_1110607234_1110605919,0,false,false,false
569,VEHICLE_UPDATES,41000000000,veh_2,2.3669627237832174,129.81136263975455,52.99092617761635,-1.1698372801535857,0.0,119.0272492917914,0.9473820257699117,0.0,false,1,230578234_197606780_197606779,0,true,false,false
570,VEHICLE_UPDATES,41000000000,veh_3,1.9757697408488553,244.87862894173472,52.99112375692132,-1.1698242537309038,0.0,91.42636542196385,0.505160070111097,0.0,false,3,95832292_1110605919_197606780,0,false,false,false
571,VEHICLE_UPDATES,41000000000,veh_0,3.2394562186673284,129.80054338260138,52.99067050985901,-1.1693544808465806,0.0,162.15656898748423,0.9811391060939059,0.0,false,3,230578234_197606780_197606779,0,true,false,false
572,VEHICLE_UPDATES,41000000000,veh_1,2.4178450871148605,129.81136263975455,52.99080230418844,-1.1696033840608957,0.0,139.92254438903674,0.06583620094521825,0.0,false,3,230578234_197606780_197606779,0,true,false,false
594,VEHICLE_UPDATES,42000000000,veh_4,8.370525642362164,243.75198133460117,52.991192444247055,-1.1695749522137413,0.0,73.0236969082147,0.6459568998543546,0.0,false,1,95832103_1110607234_1110605919,0,false,false,false
595,VEHICLE_UPDATES,42000000000,veh_2,2.9932056661928073,129.81136263975455,52.99090843304437,-1.1698037749636985,0.0,122.02045495798421,0.6262429424095899,0.0,false,1,230578234_197606780_197606779,0,true,false,false
596,VEHICLE_UPDATES,42000000000,veh_3,0.18999842415632584,244.98575561675068,52.991123105181146,-1.1698268574552162,0.0,91.61636384612018,-1.7857713166925295,0.0,false,3,95832292_1110605919_197606780,0,false,false,true
597,VEHICLE_UPDATES,42000000000,veh_0,0.563354618362029,129.8005433825947,52.99066717082728,-1.1693481738244806,0.0,162.71992360584628,-2.6761016003052993,0.0,false,3,230578234_197606780_197606779,0,true,false,true
598,VEHICLE_UPDATES,42000000000,veh_1,0.1095523159651434,129.81136263975873,52.99080165472905,-1.1696021577664266,0.0,140.0320967050019,-2.308292771149717,0.0,false,3,230578234_197606780_197606779,0,true,false,true
620,VEHICLE_UPDATES,43000000000,veh_4,7.898591378970053,243.75198133460407,52.991162677118375,-1.169681783301613,0.0,80.92228828718476,-0.47193426339211086,0.0,false,1,95832103_1110607234_1110605919,0,false,false,false
621,VEHICLE_UPDATES,43000000000,veh_2,3.898479518829845,129.81136263975455,52.99088532173839,-1.1697601364077235,0.0,125.91893447681406,0.9052738526370376,0.0,false,1,230578234_197606780_197606779,0,true,false,false
622,VEHICLE_UPDATES,43000000000,veh_3,0.18999842415632584,244.98575561675068,52.991123105181146,-1.1698268574552162,0.0,91.61636384612018,-1.7857713166925295,0.0,true,3,95832292_1110605919_197606780,0,false,false,true
623,VEHICLE_UPDATES,43000000000,veh_0,0.16773269871757573,129.80054338260138,52.99066617666691,-1.1693462959775676,0.0,162.88765630456385,-0.3956219196444533,0.0,false,3,230578234_197606780_197606779,0,true,false,true
624,VEHICLE_UPDATES,43000000000,veh_1,0.1095523159651434,129.81136263975873,52.99080165472905,-1.1696021577664266,0.0,140.0320967050019,-2.308292771149717,0.0,true,3,230578234_197606780_197606779,0,true,false,true
646,VEHICLE_UPDATES,44000000000,veh_4,8.766585891983453,243.90102165941414,52.99112971693048,-1.169800443276198,0.0,89.6888741791682,0.8679945130134001,0.0,false,1,95832292_1110605919_197606780,0,false,true,false
647,VEHICLE_UPDATES,44000000000,veh_2,4.709505970706232,129.81136263975455,52.990857402413795,-1.169707419496902,0.0,130.6284404475203,0.811026451876387,0.0,false,1,230578234_197606780_197606779,0,true,false,false
648,VEHICLE_UPDATES,44000000000,veh_3,0.18999842415632584,244.98575561675068,52.991123105181146,-1.1698268574552162,0.0,91.61636384612018,-1.7857713166925295,0.0,true,3,95832292_1110605919_197606780,0,false,false,true
